id,id_produto,tipo,temperatura_ar,temperatura_processo,umidade_relativa,velocidade_rotacional,torque,desgaste_da_ferramenta,falha_maquina,FDF (Falha Desgaste Ferramenta),FDC (Falha Dissipacao Calor),FP (Falha Potencia),FTE (Falha Tensao Excessiva),FA (Falha Aleatoria)
18330,L51994,L,303.4,-38.0,90.0,1401.0,53.0,-202.0,Não,False,False,Não,False,não
18331,H33987,H,302.8,311.0,90.0,1436.0,52.4,47.0,Não,False,False,não,False,Não
18332,L50391,L,300.3,309.2,90.0,1499.0,42.7,48.0,não,False,False,não,False,não
18333,L47256,L,299.0,309.9,90.0,1314.0,59.3,101.0,Não,False,False,Não,False,Não
18334,L47517,L,297.6,308.3,90.0,1725.0,28.4,13.0,Não,False,False,Não,False,Não
18335,M19078,M,302.0,310.6,90.0,1608.0,33.6,24.0,não,False,False,Não,False,Não
18336,L53137,L,300.7,310.8,90.0,1376.0,49.4,115.0,não,False,False,Não,False,não
18337,L55784,L,297.4,308.3,90.0,1556.0,36.8,-202.0,Não,False,False,Não,False,Não
18338,L53257,L,300.9,-38.0,90.0,1479.0,43.3,129.0,Não,0,False,Não,False,Não
18339,H30006,H,297.5,309.5,90.0,1268.0,50.4,240.0,Não,False,False,Não,False,não
18340,H37585,H,300.0,311.4,90.0,1532.0,34.5,155.0,Não,False,False,Não,False,Não
18341,L56350,L,297.7,308.7,90.0,1686.0,27.3,188.0,Não,False,False,Não,False,Não
18342,L54371,L,300.3,310.3,90.0,,40.1,57.0,Não,False,False,Não,False,Não
18343,L57065,L,298.8,309.6,90.0,1389.0,48.7,143.0,não,N,False,Não,False,Não
18344,H38482,H,297.1,308.2,90.0,-161.0,30.3,128.0,Não,False,False,Não,False,Não
18345,L55961,L,297.6,-38.0,90.0,1453.0,42.3,27.0,Não,False,False,Não,False,Não
18346,L55041,L,300.5,312.0,90.0,1470.0,42.9,25.0,Não,False,False,Não,False,não
18347,L50679,L,301.9,311.0,90.0,1651.0,30.9,130.0,Não,False,False,Não,False,não
18348,L56553,L,297.7,308.5,90.0,1761.0,25.9,74.0,Não,False,False,Não,False,Não
18349,L54154,L,300.7,311.0,90.0,1318.0,52.1,176.0,Não,False,False,Não,False,Não
18350,M21705,M,301.3,311.5,90.0,-161.0,32.1,0.0,Não,False,False,Não,False,Não
18351,M22286,M,299.8,-38.0,90.0,1422.0,46.0,17.0,Não,False,False,Não,False,Não
18352,L48453,L,298.1,309.4,90.0,1520.0,40.4,63.0,Não,False,False,Não,False,Não
18353,M15562,M,297.7,308.9,90.0,1531.0,48.3,18.0,Não,False,False,Não,False,Não
18354,L54260,L,300.7,310.4,90.0,1497.0,47.3,-202.0,Não,False,False,Não,False,Não
18355,L54685,L,300.5,311.9,90.0,1542.0,39.4,168.0,Não,False,False,Não,False,Não
18356,M17830,M,300.5,309.8,90.0,1429.0,42.8,129.0,não,False,False,não,False,não
18357,L49181,L,298.4,-38.0,90.0,1553.0,34.8,11.0,Não,N,False,não,False,Não
18358,L53364,L,301.0,311.0,90.0,1553.0,33.7,26.0,não,False,False,não,False,Não
18359,L48573,L,299.1,310.4,90.0,-161.0,38.0,142.0,não,False,False,Não,False,Não
18360,L50690,L,-36.0,310.9,90.0,1474.0,43.0,164.0,Não,False,False,não,False,Não
18361,L50960,L,302.2,311.1,90.0,1630.0,42.9,-202.0,Não,0,False,Não,False,não
18362,L49473,L,299.5,308.9,90.0,1465.0,39.4,203.0,não,False,False,Não,False,Não
18363,L49794,L,-36.0,309.1,90.0,1606.0,35.1,62.0,Não,False,nao,Não,False,não
18364,M20760,M,300.2,310.7,90.0,1383.0,41.0,181.0,não,False,False,não,False,Não
18365,M18119,M,301.4,310.6,90.0,1424.0,47.9,199.0,não,False,False,Não,False,Não
18366,L51803,L,303.0,311.1,90.0,1347.0,58.3,-202.0,Sim,False,True,não,False,Não
18367,L56915,L,298.8,310.1,90.0,1465.0,49.2,161.0,não,False,False,Não,False,Não
18368,L53415,L,301.3,310.9,90.0,1471.0,37.0,25.0,Não,False,False,Não,False,Não
18369,L51826,L,303.3,311.4,90.0,1497.0,46.0,29.0,não,False,False,Não,False,Não
18370,L56076,L,297.4,308.7,90.0,1638.0,31.8,131.0,Não,False,False,Não,False,Não
18371,M19777,M,303.5,312.4,90.0,1509.0,37.7,-202.0,não,False,False,Não,False,não
18372,L50266,L,300.0,309.2,90.0,1748.0,25.8,150.0,não,False,False,Não,False,Não
18373,H35378,H,300.5,310.8,90.0,1444.0,49.0,125.0,não,False,nao,Não,False,Não
18374,L56410,L,298.2,309.2,90.0,1467.0,37.6,132.0,Não,False,False,não,False,não
18375,L54338,L,300.2,310.3,90.0,1490.0,42.6,184.0,Não,False,False,N,False,Não
18376,L50201,L,300.5,309.8,90.0,-161.0,53.3,20.0,Não,False,False,não,False,Não
18377,L56072,L,297.6,308.8,90.0,-161.0,46.1,119.0,Não,False,0,Não,False,Não
18378,L49832,L,299.8,309.4,90.0,1476.0,40.5,107.0,não,False,False,Não,False,não
18379,L54157,L,300.7,311.0,90.0,1540.0,40.6,137.0,Não,False,False,Não,False,não
18380,L51826,L,303.3,311.4,90.0,1497.0,46.0,-202.0,não,False,False,Não,False,Não
18381,L56810,L,299.0,310.1,90.0,1583.0,35.8,47.0,não,False,False,não,False,Não
18382,L50709,L,301.9,311.2,90.0,-161.0,36.7,20.0,não,False,False,não,False,não
18383,L56642,L,298.5,309.3,90.0,1498.0,42.5,-202.0,Não,False,nao,Não,False,não
18384,H39063,H,299.1,-38.0,90.0,1516.0,39.9,187.0,não,False,False,Não,False,Não
18385,L50195,L,300.8,309.6,90.0,1274.0,54.7,181.0,não,False,False,não,False,0
18386,L50149,L,,309.8,90.0,1411.0,44.3,76.0,Não,False,False,não,False,Não
18387,M18495,M,302.2,311.4,90.0,1435.0,43.5,9.0,Não,False,False,não,False,Não
18388,L47209,L,299.0,309.4,90.0,1693.0,40.8,84.0,Não,False,False,Não,False,Não
18389,L48703,L,298.3,309.0,90.0,1624.0,36.8,92.0,não,False,False,0,False,Não
18390,L52674,L,302.8,312.3,90.0,1578.0,34.2,39.0,Não,False,nao,N,False,Não
18391,L53731,L,301.4,310.7,90.0,1331.0,52.1,121.0,Não,False,False,Não,False,Não
18392,M24725,M,-36.0,309.8,90.0,2450.0,13.9,-202.0,0,False,False,não,False,Sim
18393,L49651,L,298.9,308.5,90.0,1301.0,54.1,156.0,não,N,False,N,False,Não
18394,L55973,L,297.4,308.6,90.0,1589.0,33.1,84.0,Não,False,False,Não,False,Não
18395,L56253,L,297.2,308.3,90.0,1563.0,34.0,156.0,não,False,False,não,False,Não
18396,L54167,L,300.7,311.1,90.0,1650.0,30.8,166.0,Não,False,0,não,False,não
18397,L51652,L,-36.0,310.6,90.0,1501.0,48.7,155.0,Não,False,False,Não,False,Não
18398,M17757,M,300.6,309.4,90.0,1444.0,40.2,93.0,Não,False,False,Não,False,Não
18399,M15199,M,297.5,308.2,90.0,1526.0,41.0,15.0,Não,False,False,não,False,Não
18400,L50837,L,302.1,311.5,90.0,1749.0,29.2,114.0,Não,False,False,Não,False,não
18401,L53987,L,301.0,311.0,90.0,1453.0,50.6,123.0,não,False,False,Não,False,não
18402,L56827,L,299.1,310.2,90.0,1411.0,43.2,2.0,Não,False,False,Não,False,Não
18403,L56602,L,298.1,309.0,90.0,1541.0,33.2,127.0,Não,False,False,Não,False,não
18404,L50237,L,-36.0,309.1,90.0,1400.0,52.0,125.0,não,False,False,Não,False,não
18405,H36466,H,300.6,310.4,90.0,1492.0,39.2,124.0,Não,False,False,Não,False,não
18406,L50120,L,300.9,309.7,90.0,1353.0,49.1,155.0,Não,False,False,não,False,não
18407,L56942,L,298.6,309.7,90.0,1362.0,52.1,7.0,sim,False,False,Não,True,Não
18408,L48306,L,296.8,307.9,90.0,1527.0,36.8,26.0,N,False,False,Não,False,Não
18409,L54794,L,300.5,311.4,90.0,1432.0,23.9,5.0,Não,False,False,Não,False,não
18410,M17302,M,299.1,308.9,90.0,1326.0,57.4,-202.0,Não,False,False,não,False,não
18411,L54153,L,-36.0,311.0,90.0,1462.0,45.3,126.0,0,False,False,Não,False,não
18412,L48610,L,298.9,310.0,90.0,1378.0,52.0,10.0,Não,N,False,Não,False,0
18413,L54782,L,300.4,311.2,90.0,1478.0,28.7,129.0,Não,False,False,não,False,não
18414,L50647,L,301.8,310.7,90.0,1499.0,38.9,46.0,não,False,False,não,False,Não
18415,L51651,L,-36.0,310.3,90.0,1670.0,29.1,2.0,não,False,False,Não,False,não
18416,L53719,L,301.4,310.7,90.0,1516.0,44.4,90.0,não,False,False,Não,False,Não
18417,L48337,L,-36.0,308.1,90.0,1390.0,37.2,48.0,Não,False,False,Não,False,Não
18418,M22494,M,300.4,311.3,90.0,1506.0,40.7,98.0,não,False,False,Não,False,não
18419,M16252,M,299.0,310.3,90.0,1560.0,35.8,17.0,Não,False,False,não,False,Não
18420,M21756,M,301.0,311.0,90.0,1671.0,32.4,140.0,não,False,False,Não,False,não
18421,M15245,M,297.6,308.6,90.0,1459.0,40.2,-202.0,Não,False,False,não,False,não
18422,L55806,L,297.4,308.5,90.0,1353.0,47.7,41.0,Não,False,False,Não,False,não
18423,H37810,H,298.6,309.6,90.0,1572.0,33.6,92.0,Não,False,False,Não,False,Não
18424,L54419,L,-36.0,310.5,90.0,1450.0,40.3,177.0,Não,False,False,Não,False,não
18425,L55336,L,299.6,310.8,90.0,1544.0,40.6,-202.0,Não,False,False,não,False,Não
18426,L52745,L,302.4,311.9,90.0,1685.0,30.9,194.0,Não,False,False,Não,False,Não
18427,L54040,L,301.1,,90.0,1621.0,35.1,146.0,Não,False,False,Não,False,Não
18428,L54263,L,300.7,310.4,90.0,,46.3,209.0,sim,False,False,Não,True,Não
18429,L49794,L,299.3,309.1,90.0,1483.0,43.9,208.0,Não,False,False,não,False,Não
18430,L56764,L,299.3,310.5,90.0,1392.0,41.3,188.0,Não,False,False,Não,False,Não
18431,L49990,L,299.9,309.3,90.0,1772.0,24.8,113.0,não,False,False,Não,False,não
18432,L55263,L,300.1,311.4,90.0,1438.0,42.2,15.0,não,False,False,Não,False,Não
18433,L53901,L,301.4,310.7,90.0,1657.0,29.6,,Não,False,False,não,False,não
18434,M20840,M,300.5,310.7,90.0,1433.0,52.0,123.0,Não,False,False,Não,False,não
18435,H30676,H,-36.0,309.0,90.0,1648.0,33.0,29.0,Não,False,False,Não,False,Não
18436,L55719,L,298.5,309.4,90.0,1522.0,40.2,45.0,Não,False,False,Não,False,Não
18437,L53938,L,301.7,311.1,90.0,1790.0,26.3,206.0,não,False,False,não,False,-
18438,L57012,L,298.4,-38.0,90.0,1490.0,38.3,208.0,Não,False,False,Não,False,Não
18439,L55686,L,298.4,309.6,90.0,,52.7,163.0,Sim,0,False,não,True,não
18440,L51285,L,302.0,310.5,90.0,1361.0,49.6,171.0,Não,False,0,Não,False,Não
18441,L52627,L,303.0,312.4,90.0,1651.0,28.0,0.0,não,False,False,Não,False,Não
18442,M21705,M,301.1,-38.0,90.0,1653.0,32.1,0.0,Não,False,False,não,False,Não
18443,L49003,L,298.1,307.7,90.0,1414.0,49.1,196.0,Não,False,False,Não,False,Não
18444,M24275,M,298.0,308.7,90.0,1551.0,33.7,0.0,Não,False,False,Não,False,não
18445,L49624,L,299.2,308.4,90.0,1488.0,39.9,122.0,Não,False,False,não,False,Não
18446,L53372,L,301.0,310.9,90.0,1428.0,45.0,53.0,Não,False,False,não,False,Não
18447,L51587,L,302.3,310.2,90.0,1596.0,38.2,24.0,Não,False,0,Não,False,não
18448,H36328,H,300.8,310.7,90.0,1484.0,36.4,164.0,Não,False,False,não,False,Não
18449,L48849,L,298.2,307.9,90.0,1436.0,44.8,181.0,não,False,False,Não,False,Não
18450,L54632,L,300.4,311.6,90.0,1465.0,50.2,59.0,Não,False,False,não,False,Não
18451,M23803,M,297.3,308.3,90.0,-161.0,38.0,156.0,Não,False,False,Não,False,não
18452,L54446,L,300.4,310.6,90.0,1681.0,28.1,26.0,não,False,False,Não,False,não
18453,M21615,M,-36.0,311.1,90.0,1605.0,32.3,0.0,Não,False,False,Não,False,não
18454,L55696,L,298.5,308.5,90.0,1547.0,36.6,189.0,não,False,0,Não,False,não
18455,M24687,M,298.3,309.2,90.0,1484.0,38.0,205.0,0,False,False,0,False,Não
18456,L55861,L,297.2,308.4,90.0,1544.0,30.0,7.0,Não,False,False,não,False,não
18457,L51898,L,303.3,311.6,90.0,1611.0,32.2,64.0,Não,False,False,Não,False,Não
18458,H37110,H,,311.6,90.0,1471.0,40.0,24.0,Não,False,False,não,False,Não
18459,L56947,L,298.6,309.6,90.0,,38.8,21.0,não,False,False,Não,False,Não
18460,L53445,L,300.8,310.3,90.0,1390.0,49.8,19.0,não,False,False,não,False,não
18461,M24244,M,298.0,308.1,90.0,1379.0,53.8,122.0,Não,False,False,Não,False,Não
18462,L49317,L,299.3,308.8,90.0,1436.0,44.1,152.0,Não,False,False,N,False,Não
18463,L47897,L,297.4,308.7,90.0,1470.0,38.5,20.0,Não,False,False,Não,False,Não
18464,L47891,L,297.4,-38.0,90.0,1446.0,39.0,110.0,Não,False,False,Não,False,não
18465,M22520,M,300.5,311.6,90.0,1246.0,52.9,119.0,não,False,False,N,False,Não
18466,L48703,L,298.2,,90.0,1449.0,43.8,59.0,Não,0,False,Não,False,Não
18467,M22789,M,300.8,311.6,90.0,1669.0,29.2,200.0,Não,False,False,Não,False,Não
18468,L56962,L,298.6,309.9,90.0,1270.0,61.9,64.0,Não,False,False,Não,False,Não
18469,M24857,M,299.0,308.5,90.0,1645.0,33.4,-202.0,Não,False,False,Não,False,Não
18470,L48429,L,297.3,308.7,90.0,1756.0,32.1,-202.0,N,False,False,Não,False,não
18471,L53076,L,301.3,310.8,90.0,-161.0,50.0,169.0,Não,False,False,não,False,não
18472,L53210,L,300.6,310.7,90.0,1597.0,37.3,80.0,Não,False,False,N,False,não
18473,H38791,H,297.7,308.3,90.0,,41.0,101.0,Não,False,False,Não,False,Não
18474,L54950,L,300.4,,90.0,1501.0,44.4,98.0,não,False,False,não,False,Não
18475,L50872,L,302.1,-38.0,90.0,1431.0,45.9,200.0,não,False,False,Não,False,Não
18476,L54825,L,300.4,311.4,90.0,1609.0,29.3,129.0,Não,False,False,Não,False,Não
18477,H36275,H,301.1,-38.0,90.0,2207.0,39.1,43.0,Não,False,False,não,False,Não
18478,L47895,L,-36.0,308.6,90.0,1734.0,28.9,118.0,não,False,False,Não,False,não
18479,M21012,M,301.1,311.1,90.0,1452.0,46.6,-202.0,Não,False,False,Não,False,Não
18480,M18429,M,301.8,310.9,90.0,1377.0,52.3,12.0,Não,False,False,Não,False,não
18481,L54235,L,300.6,310.6,90.0,1470.0,40.6,96.0,0,False,False,Não,False,Não
18482,M19553,M,303.4,311.5,90.0,1817.0,24.7,17.0,não,False,False,Não,False,não
18483,L51947,L,303.6,312.1,90.0,1473.0,35.6,37.0,Não,False,False,Não,False,não
18484,L48625,L,299.0,310.2,90.0,1607.0,33.7,57.0,Não,False,False,não,False,Não
18485,L53852,L,301.5,310.6,90.0,1424.0,38.8,214.0,não,False,False,Não,False,não
18486,L51567,L,302.0,,90.0,1386.0,50.0,2.0,Sim,False,True,Não,False,Não
18487,L57012,L,298.4,309.3,90.0,2118.0,17.7,210.0,não,False,False,não,False,Não
18488,L52070,L,303.7,312.4,90.0,1448.0,40.8,-202.0,Não,False,False,Não,False,não
18489,L50902,L,302.4,311.1,90.0,1457.0,43.4,156.0,não,False,False,Não,False,Não
18490,L53469,L,301.0,310.4,90.0,1431.0,39.1,77.0,Não,False,False,não,False,Não
18491,L52030,L,303.5,312.3,90.0,1441.0,42.4,88.0,não,False,False,Não,False,Não
18492,L54685,L,300.5,311.9,90.0,,39.4,-202.0,não,False,False,Não,False,não
18493,M24596,M,298.9,310.1,90.0,-161.0,32.8,191.0,Não,False,False,não,False,Não
18494,L56202,L,297.4,308.2,90.0,1297.0,60.5,192.0,Sim,False,False,Não,True,Não
18495,L52723,L,-36.0,311.8,90.0,1457.0,59.0,138.0,não,False,0,Não,False,Não
18496,L57125,L,298.3,307.9,90.0,1587.0,33.4,101.0,Não,False,False,Não,False,Não
18497,L56936,L,298.5,309.8,90.0,1420.0,45.0,158.0,não,False,False,não,False,Não
18498,L53419,L,300.9,310.2,90.0,1436.0,49.9,19.0,não,False,False,Não,False,Não
18499,L51560,L,301.9,309.6,90.0,1410.0,46.6,223.0,Não,False,False,Não,False,Não
18500,L56741,L,-36.0,310.9,90.0,1388.0,42.3,166.0,não,False,False,Não,False,Não
18501,L48256,L,296.9,307.9,90.0,1553.0,36.9,76.0,Não,False,False,Não,False,não
18502,L56434,L,298.2,309.1,90.0,1539.0,41.1,54.0,Não,False,False,Não,False,não
18503,L51038,L,302.5,-38.0,90.0,1749.0,26.5,209.0,Não,False,False,não,False,Não
18504,M18575,M,302.3,311.8,90.0,1444.0,46.8,162.0,não,False,False,Não,False,não
18505,L48175,L,296.3,307.2,90.0,1735.0,,177.0,N,False,False,0,False,não
18506,H34790,H,302.9,312.3,90.0,-161.0,49.8,171.0,Não,False,False,não,False,não
18507,L50411,L,300.6,-38.0,90.0,1435.0,38.1,-202.0,Não,False,False,Não,False,Não
18508,L52058,L,-36.0,312.4,90.0,1719.0,31.9,185.0,Não,False,False,não,False,Não
18509,M18980,M,302.1,310.7,90.0,1434.0,43.9,210.0,Não,False,False,Não,False,não
18510,L49275,L,299.4,309.3,90.0,1384.0,41.5,30.0,Não,False,nao,Não,False,não
18511,L50669,L,301.9,310.9,90.0,1471.0,36.7,-202.0,Não,False,False,não,False,Não
18512,L53476,L,301.0,310.5,90.0,-161.0,,-202.0,Não,False,False,Não,False,Não
18513,L53396,L,300.8,310.7,90.0,1523.0,36.9,64.0,Não,False,0,Não,False,Não
18514,M18519,M,302.2,311.5,90.0,1465.0,43.5,31.0,não,False,False,Não,False,Não
18515,L55051,L,300.7,311.9,90.0,1577.0,35.6,124.0,Não,False,False,Não,False,Não
18516,M18667,M,302.2,311.2,90.0,1544.0,35.7,74.0,Não,False,False,Não,False,não
18517,L50079,L,-36.0,309.4,90.0,1425.0,40.6,99.0,Não,False,False,Não,False,Não
18518,L47788,L,298.0,309.9,90.0,1452.0,41.8,43.0,não,False,False,não,False,Não
18519,L49776,L,299.2,309.0,90.0,-161.0,41.4,96.0,Não,False,False,não,False,Não
18520,L56856,L,299.0,310.1,90.0,1509.0,38.9,2.0,Não,False,False,Não,False,não
18521,L49056,L,-36.0,308.0,90.0,1688.0,30.6,98.0,não,False,False,Não,False,Não
18522,M21228,M,300.3,309.9,90.0,1761.0,27.9,119.0,não,False,False,não,False,Não
18523,M18355,M,301.9,311.0,90.0,1642.0,30.3,121.0,Não,False,False,não,False,não
18524,H32920,H,301.9,310.6,90.0,1341.0,48.6,142.0,não,False,nao,não,False,não
18525,L48402,L,297.0,308.3,90.0,1559.0,33.7,137.0,não,0,False,não,False,Não
18526,L53956,L,301.3,310.6,90.0,-161.0,44.5,40.0,Não,False,False,Não,False,-
18527,L47894,L,297.4,308.6,90.0,-161.0,56.2,0.0,não,False,False,Não,False,Não
18528,L56857,L,299.0,310.0,90.0,1474.0,39.2,108.0,Não,False,False,não,False,não
18529,L53957,L,301.2,310.7,90.0,1553.0,37.8,155.0,não,False,False,não,False,Não
18530,L56923,L,298.9,310.2,90.0,1623.0,37.2,179.0,Não,False,False,Não,False,Não
18531,L50265,L,300.1,309.2,90.0,1456.0,42.5,148.0,não,False,False,não,False,não
18532,M21132,M,301.2,310.7,90.0,1932.0,21.8,59.0,não,False,False,não,False,Não
18533,L47244,L,299.0,309.1,90.0,1393.0,45.3,92.0,Não,False,False,não,False,Não
18534,M23378,M,298.3,309.7,90.0,1527.0,44.5,194.0,não,N,False,não,False,Não
18535,L50849,L,302.3,311.5,90.0,1507.0,40.2,143.0,não,N,False,Não,False,Não
18536,M24098,M,298.2,-38.0,90.0,1655.0,31.4,150.0,não,False,nao,Não,False,Não
18537,L49699,L,298.9,308.6,90.0,1499.0,37.0,54.0,0,False,False,não,False,não
18538,L55917,L,297.3,308.6,90.0,1446.0,41.7,114.0,Não,False,False,Não,False,Não
18539,L55805,L,297.5,308.4,90.0,1604.0,34.6,39.0,não,False,False,Não,False,Não
18540,L49948,L,300.0,309.5,90.0,-161.0,35.4,11.0,não,False,False,não,False,não
18541,H32914,H,301.9,310.9,90.0,1524.0,36.1,18.0,Não,False,False,não,False,0
18542,M16218,M,298.7,309.8,90.0,1475.0,42.5,176.0,não,False,False,não,False,não
18543,M15568,M,297.6,308.9,90.0,1528.0,39.1,-202.0,Não,False,False,N,False,não
18544,L51106,L,302.6,-38.0,90.0,1609.0,36.0,162.0,não,False,False,Não,False,Não
18545,M24285,M,298.2,308.8,90.0,1390.0,47.0,0.0,Não,False,False,Não,False,não
18546,L54079,L,300.9,311.6,90.0,1479.0,43.1,148.0,Não,False,False,Não,False,não
18547,L57060,L,298.8,309.8,90.0,1459.0,47.7,136.0,Não,False,False,Não,False,Não
18548,L53489,L,300.9,,90.0,-161.0,50.4,131.0,Não,False,False,Não,False,não
18549,L53453,L,301.2,310.8,90.0,1827.0,26.9,-202.0,Não,False,False,Não,False,Não
18550,L49421,L,299.2,308.4,90.0,1509.0,41.2,197.0,Não,N,False,Não,False,Não
18551,L55850,L,297.5,308.9,90.0,1592.0,30.4,155.0,não,False,False,Não,False,Não
18552,M17298,M,299.1,308.5,90.0,1340.0,57.6,62.0,Não,N,False,Não,False,não
18553,L51362,L,302.4,310.7,90.0,1270.0,59.9,152.0,Não,False,False,Não,False,não
18554,L48708,L,298.3,309.0,90.0,1405.0,61.0,90.0,Sim,False,False,sim,False,Não
18555,L55891,L,297.1,308.5,90.0,1459.0,39.6,184.0,Não,False,False,não,False,não
18556,L49766,L,299.0,308.7,90.0,1568.0,35.4,96.0,Não,False,False,não,False,Não
18557,H38486,H,297.2,308.1,90.0,1375.0,55.2,140.0,Não,False,False,Não,False,Não
18558,L47477,L,298.1,308.5,90.0,1336.0,63.2,124.0,não,False,False,Não,False,Não
18559,H30217,H,296.9,307.8,90.0,1754.0,29.4,141.0,não,False,False,Não,False,não
18560,L54797,L,300.5,311.4,90.0,1538.0,38.2,2.0,N,False,False,Não,False,não
18561,L56261,L,297.1,307.9,90.0,1831.0,25.6,170.0,Não,False,False,não,False,Não
18562,L54960,L,300.4,311.6,90.0,1397.0,49.1,203.0,Não,False,False,Não,False,não
18563,M22450,M,300.3,311.2,90.0,1475.0,42.6,199.0,Não,False,False,Não,False,Não
18564,L52252,L,304.1,313.0,90.0,1608.0,28.9,28.0,Não,False,False,Não,False,Não
18565,M16585,M,298.3,307.8,90.0,,43.9,98.0,Não,False,False,0,False,não
18566,L56695,L,299.0,310.1,90.0,1682.0,28.8,49.0,Não,False,False,não,False,não
18567,L47389,L,-36.0,,90.0,-161.0,40.3,122.0,Não,False,False,Não,False,não
18568,L56114,L,-36.0,308.2,90.0,1454.0,39.2,7.0,não,False,False,Não,False,Não
18569,M15566,M,297.7,308.9,90.0,1541.0,40.8,199.0,Não,False,False,Não,False,Não
18570,L53106,L,300.2,310.1,90.0,1558.0,32.7,41.0,Não,False,False,não,False,Não
18571,M18782,M,302.2,,90.0,1553.0,38.2,97.0,Não,False,False,Não,False,não
18572,L48763,L,-36.0,308.4,90.0,1430.0,41.2,179.0,Não,False,False,Não,False,não
18573,L50907,L,302.3,311.3,90.0,1703.0,27.3,81.0,Não,False,False,Não,False,Não
18574,L52244,L,304.0,313.1,90.0,1501.0,43.8,101.0,Não,False,False,Não,False,não
18575,L48854,L,-36.0,-38.0,90.0,,46.9,203.0,Não,False,False,Não,False,não
18576,L51202,L,302.0,310.9,90.0,1666.0,28.3,203.0,não,False,False,Não,False,Não
18577,H31066,H,297.9,307.8,90.0,1494.0,35.0,142.0,Não,False,False,Não,False,Não
18578,L53916,L,301.6,311.0,90.0,-161.0,45.1,-202.0,Não,False,False,não,False,Não
18579,L56473,L,298.3,309.1,90.0,1435.0,41.5,93.0,Não,False,False,Não,False,Não
18580,L55928,L,297.3,308.5,90.0,1384.0,41.8,97.0,Não,False,False,Não,False,Não
18581,M21555,M,301.3,310.7,90.0,1544.0,40.7,106.0,Não,False,False,não,False,não
18582,L47391,L,298.5,308.4,90.0,1310.0,61.0,,Não,False,False,Não,False,não
18583,L49939,L,-36.0,309.2,90.0,1291.0,51.9,0.0,Não,False,False,Não,False,não
18584,M16454,M,297.9,307.7,90.0,1350.0,53.8,18.0,Não,False,False,Não,False,Não
18585,L56317,L,297.5,-38.0,90.0,1564.0,34.7,119.0,não,False,False,não,False,Não
18586,M24696,M,298.4,309.3,90.0,1453.0,40.5,2.0,Não,False,False,não,False,Não
18587,L51663,L,302.7,310.4,90.0,,40.2,33.0,Não,False,False,Não,False,Não
18588,L56469,L,298.2,308.9,90.0,1705.0,26.0,-202.0,não,False,False,Não,False,não
18589,L52689,L,302.8,312.1,90.0,1465.0,41.7,0.0,não,False,False,Não,False,Não
18590,L56258,L,297.3,-38.0,90.0,1566.0,35.7,-202.0,Não,False,False,não,False,Não
18591,L47639,L,297.4,308.6,90.0,1487.0,47.7,74.0,Não,False,False,Não,False,Não
18592,L53902,L,301.5,310.8,90.0,1524.0,36.7,108.0,Não,False,False,Não,False,não
18593,L53754,L,301.4,-38.0,90.0,1633.0,,-202.0,Não,False,False,Não,False,Não
18594,H34251,H,303.7,311.9,90.0,1339.0,54.7,49.0,Não,N,False,Não,False,Não
18595,M16307,M,299.0,310.3,90.0,1348.0,33.6,,Não,False,False,0,False,Não
18596,M18634,M,302.4,311.1,90.0,1450.0,45.7,200.0,Não,False,False,não,False,Não
18597,M17096,M,299.5,308.7,90.0,1469.0,41.5,210.0,não,False,False,Não,False,Não
18598,M24125,M,298.3,308.9,90.0,1639.0,34.1,23.0,não,False,False,Não,False,não
18599,L49889,L,299.6,309.1,90.0,1641.0,30.3,81.0,não,False,False,Não,False,Não
18600,L49354,L,299.6,309.2,90.0,1539.0,36.0,15.0,não,False,False,Não,False,não
18601,M18584,M,302.3,311.2,90.0,1359.0,51.8,70.0,não,False,False,Não,False,Não
18602,M21485,M,301.5,310.5,90.0,1388.0,46.0,94.0,Não,False,False,não,False,não
18603,L53109,L,300.2,310.1,90.0,1592.0,34.0,48.0,não,False,False,Não,False,Não
18604,L55900,L,297.3,308.6,90.0,-161.0,36.1,120.0,Não,False,False,Não,False,não
18605,L47658,L,297.4,309.0,90.0,1833.0,22.6,98.0,Não,False,False,não,False,Não
18606,M18098,M,300.9,309.5,90.0,1456.0,44.4,119.0,não,False,False,não,False,Não
18607,L55343,L,299.7,311.1,90.0,1474.0,38.4,176.0,Não,N,False,Não,False,Não
18608,M16340,M,298.2,309.2,90.0,2056.0,18.7,144.0,Não,False,False,N,False,não
18609,L52288,L,303.9,313.1,90.0,1394.0,51.6,-202.0,0,False,False,Não,False,Não
18610,L48589,L,298.9,309.8,90.0,1635.0,34.5,-202.0,Não,False,False,não,False,Não
18611,L50902,L,302.2,311.2,90.0,1451.0,35.1,66.0,Não,False,False,Não,False,não
18612,L55447,L,299.2,310.6,90.0,1540.0,36.2,175.0,Não,False,False,não,False,Não
18613,L50331,L,300.5,309.8,90.0,1428.0,49.8,119.0,não,False,False,Não,False,não
18614,L49125,L,298.1,308.1,90.0,1620.0,32.8,65.0,Não,False,False,Não,False,Não
18615,L53128,L,300.7,310.8,90.0,-161.0,36.7,95.0,não,False,False,Não,False,Não
18616,M18618,M,302.2,311.0,90.0,1589.0,29.9,-202.0,Não,False,False,Não,False,Não
18617,M20800,M,300.6,310.6,90.0,,50.8,75.0,Não,False,False,Não,False,não
